UF,Municipio,Mes/Ano de Referencia,Nome do Produto,Categoria,Preco Atual (R$),Preco Referencia Baseline (R$),Status do Semafaro (Cor),Previsao IA (Tendencia Futura),Usa Dado Fallback?,Usa Dado Interpolado?
SP,SÃO PAULO-SP,2026-01,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,49.4600,50.0033,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-12,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,50.1000,50.0033,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-11,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,48.7300,50.0033,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-10,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,47.2600,50.0033,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-09,CARNE BOVINA - COXÃO DURO S/OSSO,PROTEINAS,48.1200,50.0033,AMARELO,,Sim,Nao
SP,,2026-07,Maça Fuji Importada,FRUTAS,104.3400,104.3400,AMARELO,QUEDA,Nao,Nao
SP,,2025-09,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,50.8500,52.9422,AMARELO,,Sim,Nao
SP,,2025-10,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,50.7900,52.9422,AMARELO,,Sim,Nao
SP,,2025-11,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,51.2100,52.9422,AMARELO,,Sim,Nao
SP,,2025-12,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,52.5100,52.9422,AMARELO,,Sim,Nao
SP,,2026-01,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,52.6000,52.9422,AMARELO,,Sim,Nao
SP,,2026-02,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,53.2300,52.9422,AMARELO,,Sim,Nao
SP,,2026-03,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,54.2100,52.9422,AMARELO,,Sim,Nao
SP,,2026-04,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,55.0100,52.9422,AMARELO,,Sim,Nao
SP,,2026-05,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,56.0700,52.9422,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-05,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,56.0700,52.9422,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-04,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,55.0100,52.9422,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-03,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,54.2100,52.9422,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-02,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,53.2300,52.9422,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-01,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,52.6000,52.9422,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-12,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,52.5100,52.9422,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-11,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,51.2100,52.9422,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-10,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,50.7900,52.9422,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-09,CARNE BOVINA - COXÃO MOLE S/OSSO,PROTEINAS,50.8500,52.9422,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-06,CARNE BOVINA - JERKED BEEF,PROTEINAS,58.2000,60.1433,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-07,CARNE BOVINA - JERKED BEEF,PROTEINAS,60.5000,60.1433,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-08,CARNE BOVINA - JERKED BEEF,PROTEINAS,61.7300,60.1433,AMARELO,,Sim,Nao
SP,,2025-06,CARNE BOVINA - JERKED BEEF,PROTEINAS,58.2000,60.1433,AMARELO,,Sim,Nao
SP,,2025-08,CARNE BOVINA - JERKED BEEF,PROTEINAS,61.7300,60.1433,AMARELO,,Sim,Nao
SP,,2025-07,CARNE BOVINA - JERKED BEEF,PROTEINAS,60.5000,60.1433,AMARELO,,Sim,Nao
SP,,2026-05,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,56.2600,53.4522,AMARELO,,Sim,Nao
SP,,2026-04,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,55.3400,53.4522,AMARELO,,Sim,Nao
SP,,2026-03,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,54.0100,53.4522,AMARELO,,Sim,Nao
SP,,2026-02,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,53.8400,53.4522,AMARELO,,Sim,Nao
SP,,2026-01,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,53.4000,53.4522,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-05,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,56.2600,53.4522,AMARELO,,Sim,Nao
SP,,2025-12,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,53.1100,53.4522,AMARELO,,Sim,Nao
SP,,2025-11,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,52.6300,53.4522,AMARELO,,Sim,Nao
SP,,2025-10,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,51.0800,53.4522,AMARELO,,Sim,Nao
SP,,2025-09,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,51.4000,53.4522,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-04,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,55.3400,53.4522,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-03,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,54.0100,53.4522,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-09,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,51.4000,53.4522,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-10,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,51.0800,53.4522,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-11,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,52.6300,53.4522,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-12,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,53.1100,53.4522,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-01,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,53.4000,53.4522,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-02,CARNE BOVINA - PATINHO S/OSSO,PROTEINAS,53.8400,53.4522,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-10,CARNE DE FRANGO - CONGELADO,PROTEINAS,9.7300,9.7771,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-11,CARNE DE FRANGO - CONGELADO,PROTEINAS,9.4100,9.7771,AMARELO,,Nao,Nao
SP,,2025-06,CARNE DE FRANGO - CONGELADO,PROTEINAS,10.3000,9.7771,AMARELO,,Nao,Nao
SP,,2025-07,CARNE DE FRANGO - CONGELADO,PROTEINAS,10.2000,9.7771,AMARELO,,Nao,Nao
SP,,2025-08,CARNE DE FRANGO - CONGELADO,PROTEINAS,9.9900,9.7771,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-07,CARNE DE FRANGO - CONGELADO,PROTEINAS,10.2000,9.7771,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-12,CARNE DE FRANGO - CONGELADO,PROTEINAS,9.8100,9.7771,AMARELO,,Nao,Nao
SP,,2025-09,CARNE DE FRANGO - CONGELADO,PROTEINAS,9.0000,9.7771,AMARELO,,Nao,Nao
SP,,2025-10,CARNE DE FRANGO - CONGELADO,PROTEINAS,9.7300,9.7771,AMARELO,,Nao,Nao
SP,,2025-11,CARNE DE FRANGO - CONGELADO,PROTEINAS,9.4100,9.7771,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-06,CARNE DE FRANGO - CONGELADO,PROTEINAS,10.3000,9.7771,AMARELO,,Nao,Nao
SP,,2025-12,CARNE DE FRANGO - CONGELADO,PROTEINAS,9.8100,9.7771,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-08,CARNE DE FRANGO - CONGELADO,PROTEINAS,9.9900,9.7771,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-09,CARNE DE FRANGO - CONGELADO,PROTEINAS,9.0000,9.7771,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-09,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,18.8600,19.2729,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-07,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,19.7900,19.2729,AMARELO,,Nao,Nao
SP,,2025-09,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,18.8600,19.2729,AMARELO,,Nao,Nao
SP,,2025-08,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,19.7400,19.2729,AMARELO,,Nao,Nao
SP,,2025-07,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,19.7900,19.2729,AMARELO,,Nao,Nao
SP,,2025-10,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,19.0400,19.2729,AMARELO,,Nao,Nao
SP,,2025-06,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,20.2700,19.2729,AMARELO,,Nao,Nao
SP,,2025-11,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,19.2100,19.2729,AMARELO,,Nao,Nao
SP,,2025-12,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,18.0000,19.2729,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-10,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,19.0400,19.2729,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-08,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,19.7400,19.2729,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-06,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,20.2700,19.2729,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-12,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,18.0000,19.2729,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-11,CARNE SUINA - PERNIL COM OSSO CONG,PROTEINAS,19.2100,19.2729,AMARELO,,Nao,Nao
SP,,2026-06,Castanha Nacional,FRUTAS,3.5400,3.5400,AMARELO,,Nao,Nao
SP,,2026-06,Catalonha,VERDURAS,31.3700,31.3700,AMARELO,,Nao,Nao
SP,,2026-07,Catalonha,VERDURAS,29.0600,29.0600,AMARELO,,Nao,Nao
SP,,2026-07,Cavala,PESCADOS,19.5000,19.5000,AMARELO,,Nao,Nao
SP,,2026-07,Cavalinha,PESCADOS,17.9500,17.9500,AMARELO,,Nao,Nao
SP,,2026-06,Cavalinha,PESCADOS,13.2000,13.2000,AMARELO,,Nao,Nao
SP,PIEDADE-SP,2025-07,CEBOLA - AMARELA,ALIMENTO_VAREJO,1.0300,0.9414,AMARELO,,Nao,Nao
SP,,2025-07,CEBOLA - AMARELA,ALIMENTO_VAREJO,1.0300,0.9414,AMARELO,,Nao,Nao
SP,,2026-07,Cebola Importada,ALIMENTO_VAREJO,4.9167,4.9167,AMARELO,,Nao,Nao
SP,,2026-06,Cebola Importada,ALIMENTO_VAREJO,5.0000,5.0000,AMARELO,,Nao,Nao
SP,,2026-06,Cebola Importada Argentina,ALIMENTO_VAREJO,4.9300,4.9300,AMARELO,,Nao,Nao
SP,,2026-07,Cebola Importada Argentina,ALIMENTO_VAREJO,4.9475,4.9475,AMARELO,,Nao,Nao
SP,,2026-06,Cebola Importada Espanha,ALIMENTO_VAREJO,5.0000,5.0000,AMARELO,,Nao,Nao
SP,,2026-07,Cebola Importada Espanha,ALIMENTO_VAREJO,4.9000,4.9000,AMARELO,,Nao,Nao
SP,,2026-07,Cebola Importada Holanda,ALIMENTO_VAREJO,4.9000,4.9000,AMARELO,,Nao,Nao
SP,,2026-06,Cebola Importada Holanda,ALIMENTO_VAREJO,5.0000,5.0000,AMARELO,,Nao,Nao
SP,,2026-06,Cebola Nacional,ALIMENTO_VAREJO,5.0000,5.0000,AMARELO,,Nao,Nao
SP,,2026-07,Cebola Nacional,ALIMENTO_VAREJO,3.5250,3.5250,AMARELO,,Nao,Nao
SP,,2026-06,Cebola Pérola,ALIMENTO_VAREJO,5.0000,5.0000,AMARELO,,Nao,Nao
SP,,2026-05,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2026-03,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-01,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-03,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-02,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2026-04,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2026-02,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-11,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-10,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-09,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2025-12,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2026-01,Cebola Roxa,ALIMENTO_VAREJO,94.3750,94.3750,AMARELO,,Nao,Nao
SP,,2026-07,Cebolete,VERDURAS,7.0000,7.0000,AMARELO,,Nao,Nao
SP,,2026-06,Cebolete,VERDURAS,7.0000,7.0000,AMARELO,,Nao,Nao
SP,,2026-07,Cebolinha,VERDURAS,74.1900,74.1900,AMARELO,,Nao,Nao
SP,,2026-06,Cebolinha,VERDURAS,72.7700,72.7700,AMARELO,,Nao,Nao
SP,,2026-07,Cenoura,LEGUMES,4.4675,4.4675,AMARELO,,Nao,Nao
SP,,2026-06,Cenoura,LEGUMES,5.7500,5.7500,AMARELO,,Nao,Nao
SP,,2026-06,Cereja Importada,FRUTAS,82.4900,82.4900,AMARELO,,Nao,Nao
SP,,2026-07,Cereja Importada,FRUTAS,78.4500,78.4500,AMARELO,,Nao,Nao
SP,,2026-06,Chicória,VERDURAS,42.3900,42.3900,AMARELO,,Nao,Nao
SP,,2026-07,Chicória,VERDURAS,46.4300,46.4300,AMARELO,,Nao,Nao
SP,,2026-06,Chuchu,LEGUMES,3.5000,3.5000,AMARELO,,Nao,Nao
SP,,2026-07,Chuchu,LEGUMES,2.0167,2.0167,AMARELO,,Nao,Nao
SP,,2026-06,Coco Seco,ALIMENTO_VAREJO,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2026-06,Coentro,VERDURAS,164.5850,164.5850,AMARELO,,Nao,Nao
SP,,2026-07,Coentro,VERDURAS,159.2400,159.2400,AMARELO,,Nao,Nao
SP,,2026-06,Cogumelo Eryngui,VERDURAS,10.5300,10.5300,AMARELO,,Nao,Nao
SP,,2026-07,Cogumelo Eryngui,VERDURAS,10.6000,10.6000,AMARELO,,Nao,Nao
SP,,2026-07,Cogumelo Hiratake,VERDURAS,5.6000,5.6000,AMARELO,,Nao,Nao
SP,,2026-06,Cogumelo Hiratake,VERDURAS,5.7600,5.7600,AMARELO,,Nao,Nao
SP,,2026-06,Cogumelo Paris,VERDURAS,8.7550,8.7550,AMARELO,,Nao,Nao
SP,,2026-07,Cogumelo Paris,VERDURAS,8.7700,8.7700,AMARELO,,Nao,Nao
SP,,2026-07,Cogumelo Porto Belo,VERDURAS,7.0000,7.0000,AMARELO,,Nao,Nao
SP,,2026-06,Cogumelo Porto Belo,VERDURAS,7.0000,7.0000,AMARELO,,Nao,Nao
SP,,2026-07,Cogumelo Shimeji,VERDURAS,7.6700,7.6700,AMARELO,,Nao,Nao
SP,,2026-06,Cogumelo Shimeji,VERDURAS,7.5800,7.5800,AMARELO,,Nao,Nao
SP,,2026-07,Cogumelo Shitake,VERDURAS,8.4700,8.4700,AMARELO,,Nao,Nao
SP,,2026-06,Cogumelo Shitake,VERDURAS,8.5500,8.5500,AMARELO,,Nao,Nao
SP,,2026-07,Côngrio Rosa,PESCADOS,24.5000,24.5000,AMARELO,,Nao,Nao
SP,,2026-06,Corvina Água Doce,PESCADOS,6.3900,6.3900,AMARELO,,Nao,Nao
SP,,2026-06,Corvina Água Salgada,PESCADOS,7.6200,7.6200,AMARELO,,Nao,Nao
SP,,2026-07,Corvina Água Salgada,PESCADOS,8.4400,8.4400,AMARELO,,Nao,Nao
SP,,2026-06,Couve-Flor,VERDURAS,7.5600,7.5600,AMARELO,,Nao,Nao
SP,,2026-06,Couve de Bruxelas,VERDURAS,6.2500,6.2500,AMARELO,,Nao,Nao
SP,,2026-07,Couve de Bruxelas,VERDURAS,15.9700,15.9700,AMARELO,,Nao,Nao
SP,,2026-06,Couve Manteiga,VERDURAS,6.2500,6.2500,AMARELO,,Nao,Nao
SP,,2026-07,Cupuaçu,FRUTAS,8.7500,8.7500,AMARELO,,Nao,Nao
SP,,2026-06,Cupuaçu,FRUTAS,7.0800,7.0800,AMARELO,,Nao,Nao
SP,,2026-06,Curimba,PESCADOS,9.9000,9.9000,AMARELO,,Nao,Nao
SP,,2026-07,Curimba,PESCADOS,9.9000,9.9000,AMARELO,,Nao,Nao
SP,,2026-07,Dourado Água Salgada,PESCADOS,19.5000,19.5000,AMARELO,,Nao,Nao
SP,,2026-07,Embu,FRUTAS,9.0000,9.0000,AMARELO,,Nao,Nao
SP,,2026-06,Endívia,VERDURAS,240.0000,240.0000,AMARELO,,Nao,Nao
SP,,2026-07,Endívia,VERDURAS,240.0000,240.0000,AMARELO,,Nao,Nao
SP,,2026-06,Endro,VERDURAS,11.4800,11.4800,AMARELO,,Nao,Nao
SP,,2026-07,Endro,VERDURAS,8.0000,8.0000,AMARELO,,Nao,Nao
SP,,2026-06,Erva Doce,VERDURAS,47.9000,47.9000,AMARELO,,Nao,Nao
SP,,2026-07,Erva Doce,VERDURAS,49.6050,49.6050,AMARELO,,Nao,Nao
SP,,2026-06,Ervilha Torta,LEGUMES,14.7900,14.7900,AMARELO,,Nao,Nao
SP,,2026-07,Ervilha Torta,LEGUMES,13.1067,13.1067,AMARELO,,Nao,Nao
SP,,2026-06,Escarola,VERDURAS,26.5500,26.5500,AMARELO,,Nao,Nao
SP,,2026-07,Escarola,VERDURAS,33.0500,33.0500,AMARELO,,Nao,Nao
SP,,2026-07,Espinafre,VERDURAS,33.8200,33.8200,AMARELO,,Nao,Nao
SP,,2026-06,Espinafre,VERDURAS,31.8750,31.8750,AMARELO,,Nao,Nao
SP,,2026-07,Espinafre Hidropônico,VERDURAS,46.7500,46.7500,AMARELO,,Nao,Nao
SP,,2026-06,Espinafre Hidropônico,VERDURAS,48.1100,48.1100,AMARELO,,Nao,Nao
SP,,2026-06,Estragão,VERDURAS,4.5000,4.5000,AMARELO,,Nao,Nao
SP,,2026-07,Estragão,VERDURAS,5.5000,5.5000,AMARELO,,Nao,Nao
SP,CÂNDIDO MOTA-SP,2025-06,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.4300,2.2943,AMARELO,,Nao,Nao
SP,CÂNDIDO MOTA-SP,2025-07,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.0600,2.2943,AMARELO,,Nao,Nao
SP,CÂNDIDO MOTA-SP,2025-09,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.3000,2.2943,AMARELO,,Nao,Nao
SP,CÂNDIDO MOTA-SP,2025-10,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.5700,2.2943,AMARELO,,Nao,Nao
SP,CÂNDIDO MOTA-SP,2025-11,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.4100,2.2943,AMARELO,,Nao,Nao
SP,CÂNDIDO MOTA-SP,2025-12,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.3400,2.2943,AMARELO,,Nao,Nao
SP,,2025-06,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.5600,2.4529,AMARELO,,Nao,Nao
SP,,2025-07,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.0900,2.4529,AMARELO,,Nao,Nao
SP,,2025-08,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.1000,2.4529,AMARELO,,Nao,Nao
SP,,2025-09,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.5100,2.4529,AMARELO,,Nao,Nao
SP,,2025-10,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.7800,2.4529,AMARELO,,Nao,Nao
SP,,2025-11,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.5700,2.4529,AMARELO,,Nao,Nao
SP,,2025-12,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.5600,2.4529,AMARELO,,Nao,Nao
SP,,2026-01,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.4300,2.4529,AMARELO,,Nao,Nao
SP,,2026-02,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.2600,2.4529,AMARELO,,Nao,Nao
SP,,2026-03,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.3900,2.4529,AMARELO,,Nao,Nao
SP,,2026-04,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.6000,2.4529,AMARELO,,Nao,Nao
SP,PRESIDENTE PRUDENTE-SP,2025-06,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.7000,2.6129,AMARELO,,Nao,Nao
SP,PRESIDENTE PRUDENTE-SP,2025-08,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.2400,2.6129,AMARELO,,Nao,Nao
SP,PRESIDENTE PRUDENTE-SP,2025-09,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.7300,2.6129,AMARELO,,Nao,Nao
SP,PRESIDENTE PRUDENTE-SP,2025-10,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,3.0000,2.6129,AMARELO,,Nao,Nao
SP,PRESIDENTE PRUDENTE-SP,2025-11,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.7300,2.6129,AMARELO,,Nao,Nao
SP,PRESIDENTE PRUDENTE-SP,2025-12,FARINHA DE MANDIOCA - CRUA FINA,CEREAIS_GRAOS,2.7700,2.6129,AMARELO,,Nao,Nao
SP,,2025-06,FARINHA DE MANDIOCA - FINA TIPO 1 SECA,CEREAIS_GRAOS,9.4500,8.9333,AMARELO,,Sim,Nao
SP,,2025-07,FARINHA DE MANDIOCA - FINA TIPO 1 SECA,CEREAIS_GRAOS,8.7000,8.9333,AMARELO,,Sim,Nao
SP,,2025-08,FARINHA DE MANDIOCA - FINA TIPO 1 SECA,CEREAIS_GRAOS,8.6500,8.9333,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-08,FARINHA DE MANDIOCA - FINA TIPO 1 SECA,CEREAIS_GRAOS,8.6500,8.9333,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-07,FARINHA DE MANDIOCA - FINA TIPO 1 SECA,CEREAIS_GRAOS,8.7000,8.9333,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-06,FARINHA DE MANDIOCA - FINA TIPO 1 SECA,CEREAIS_GRAOS,9.4500,8.9333,AMARELO,,Sim,Nao
SP,,2025-06,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,4.2800,3.7743,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-06,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,4.2800,3.7743,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-07,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.8900,3.7743,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-08,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.6100,3.7743,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-09,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.7200,3.7743,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-10,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.5400,3.7743,AMARELO,,Nao,Nao
SP,,2025-10,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.5400,3.7743,AMARELO,,Nao,Nao
SP,,2025-11,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.7600,3.7743,AMARELO,,Nao,Nao
SP,,2025-12,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.6200,3.7743,AMARELO,,Nao,Nao
SP,,2025-07,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.8900,3.7743,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-11,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.7600,3.7743,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-12,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.6200,3.7743,AMARELO,,Nao,Nao
SP,,2025-08,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.6100,3.7743,AMARELO,,Nao,Nao
SP,,2025-09,FARINHA DE MANDIOCA - FINA TIPO 1 SECA BRA,CEREAIS_GRAOS,3.7200,3.7743,AMARELO,,Nao,Nao
SP,,2025-10,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.9700,2.6957,AMARELO,,Nao,Nao
SP,,2025-11,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.9100,2.6957,AMARELO,,Nao,Nao
SP,,2025-12,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.8700,2.6957,AMARELO,,Nao,Nao
SP,,2026-01,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.7900,2.6957,AMARELO,,Nao,Nao
SP,,2026-02,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.6900,2.6957,AMARELO,,Nao,Nao
SP,,2026-03,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.7400,2.6957,AMARELO,,Nao,Nao
SP,,2026-04,FARINHA DE MANDIOCA - TORRADA,CEREAIS_GRAOS,2.7800,2.6957,AMARELO,,Nao,Nao
