ID Produto,Categoria,Nome do Produto,UF,Municipio,Mes/Ano Referencia,Preco Atual (R$),Preco Referencia (Baseline - R$),Divergencia Matematica (%),Status do Semafaro (Cor no DB),Previsao IA (Tendencia Futura),Usa Dado Fallback?,Usa Dado Interpolado?
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,MT,,2025-08,3.1600,3.0271,4.39,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,PA,BELÉM-PA,2026-02,4.3300,4.2771,1.24,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,TO,PALMAS-TO,2026-03,18.0000,17.7543,1.38,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,AM,,2025-08,6.2600,6.5486,-4.41,AMARELO,,Nao,Nao
787,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 58,SP,GUARATINGUETÁ-SP,2025-08,1.5000,1.2943,15.89,VERMELHO,,Nao,Nao
801,PROTEINAS,LEITE DE VACA - PASTEURIZADO TIPO C,PB,SOUSA-PB,2025-12,4.3300,4.3300,0.00,AMARELO,,Nao,Nao
904,ALIMENTO_VAREJO,FEIJAO - CAUPI,AP,ITAUBAL-AP,2025-12,1.9300,1.8300,5.46,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,MA,SÃO MATEUS DO MARANHÃO-MA,2025-10,1.2800,1.3357,-4.17,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,PI,,2025-08,2.1800,3.2114,-32.12,VERDE,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,RO,PORTO VELHO-RO,2026-04,4.1700,3.7943,9.90,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,RS,PELOTAS-RS,2025-12,2.1600,2.0714,4.28,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,ES,,2026-05,0.4100,0.4129,-0.70,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,SC,SÃO JOSÉ-SC,2025-11,6.7100,7.3829,-9.11,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,AL,,2026-03,67.1000,68.0300,-1.37,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,CE,FORTALEZA-CE,2025-07,6.0300,5.3929,11.81,AMARELO,,Nao,Nao
817,CEREAIS_GRAOS,FARINHA DE MANDIOCA - CRUA FINA,SP,CÂNDIDO MOTA-SP,2025-08,1.9500,2.2943,-15.01,VERDE,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,PE,RECIFE-PE,2025-10,5.0800,5.5771,-8.91,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,MA,,2026-03,43.3000,41.2875,4.87,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,PI,,2025-11,3.4300,3.4900,-1.72,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,ES,,2025-11,2.1300,4.3514,-51.05,VERDE,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,PR,CURITIBA-PR,2026-03,52.4400,50.8300,3.17,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,PI,,2025-07,65.3300,65.4743,-0.22,AMARELO,,Nao,Nao
924,HORTIFRUTIGRANJEIROS,Cogumelo Hiratake,SP,,2026-06,5.7600,5.6800,1.41,AMARELO,,Sim,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,RJ,,2025-10,5.7100,5.9500,-4.03,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,MG,,2026-01,1.9400,2.1071,-7.93,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,MS,,2025-08,9.3200,9.3857,-0.70,AMARELO,,Nao,Nao
903,CEREAIS_GRAOS,FARINHA DE MANDIOCA - SECA AMARELA,AC,,2026-02,5.6400,5.8525,-3.63,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,MA,,2025-11,1.2600,1.3586,-7.26,AMARELO,,Nao,Nao
793,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA SEM,SE,ARACAJU-SE,2025-06,8.8200,8.3943,5.07,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,PE,RECIFE-PE,2026-05,0.6500,0.9633,-32.52,VERDE,,Nao,Nao
754,CEREAIS_GRAOS,"TRIGO - PÃO, PH 75, TIPO 2",PR,UBIRATÃ-PR,2025-09,1.1200,1.1200,0.00,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PA,SANTA MARIA DAS BARREIRAS-PA,2025-08,1.2000,1.3229,-9.29,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,RS,,2025-10,7.4600,7.4629,-0.04,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,BA,RIBEIRA DO POMBAL-BA,2026-04,1.3200,1.2614,4.65,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,PE,,2025-10,2.2300,2.2457,-0.70,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,SC,CURITIBANOS-SC,2025-08,1.8800,1.8529,1.46,AMARELO,,Nao,Nao
1176,PESCADOS,Pescada Amarela,PR,,2025-07,40.3850,41.9550,-3.74,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PI,TERESINA-PI,2026-05,1.1700,1.2443,-5.97,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,RS,NOVA PALMA-RS,2025-10,1.9100,1.8971,0.68,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,ES,VITÓRIA-ES,2025-06,6.6000,8.6486,-23.69,VERDE,,Nao,Nao
904,ALIMENTO_VAREJO,FEIJAO - CAUPI,PA,MONTE ALEGRE-PA,2025-12,4.1800,5.3714,-22.18,VERDE,,Nao,Nao
855,HORTIFRUTIGRANJEIROS,BATATA-DOCE - AMARELA,RS,MARIANA PIMENTEL-RS,2025-11,1.5800,1.4814,6.66,AMARELO,,Nao,Nao
783,CEREAIS_GRAOS,FARINHA DE TRIGO - COM FERMENTO,RN,,2025-07,5.2000,5.1967,0.06,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,PI,BOM JESUS-PI,2025-11,2.1100,2.0443,3.21,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,ES,,2025-10,37.4700,40.2386,-6.88,AMARELO,,Nao,Nao
907,ALIMENTO_VAREJO,ACUCAR - REFINADO,AP,,2025-06,6.4400,5.5629,15.77,VERMELHO,,Nao,Nao
854,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) D'ÁGUA,MA,CAXIAS-MA,2025-07,9.2200,7.5886,21.50,VERMELHO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,PA,,2025-11,4.3600,4.5429,-4.03,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,PB,JOÃO PESSOA-PB,2025-10,41.3800,42.0275,-1.54,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,PB,,2026-01,42.9000,42.0275,2.08,AMARELO,,Nao,Nao
846,HORTIFRUTIGRANJEIROS,BATATA - NÃO INFORMADO,AP,MACAPÁ-AP,2026-05,7.4000,7.4000,0.00,AMARELO,,Sim,Nao
944,HORTIFRUTIGRANJEIROS,Abacaxi Havai,PE,,2026-07,3.5000,3.5000,0.00,AMARELO,,Sim,Nao
1152,HORTIFRUTIGRANJEIROS,Batata Doce Amarela,PR,,2024-10,18.7734,40.3850,-53.51,VERDE,,Nao,Sim
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,MG,,2026-03,5.7800,4.5557,26.87,VERMELHO,,Nao,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",SC,CAMPOS NOVOS-SC,2025-08,1.2300,1.2400,-0.81,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,PB,,2025-10,37.7600,39.1786,-3.62,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,RJ,,2025-10,2.3500,1.9986,17.58,VERMELHO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,PI,GUADALUPE-PI,2025-10,1.7000,2.0671,-17.76,VERDE,,Nao,Nao
1161,HORTIFRUTIGRANJEIROS,Alface Americana,ES,,2026-07,15.4200,14.7100,4.83,AMARELO,,Sim,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,CE,FORTALEZA-CE,2025-09,49.6300,49.2925,0.68,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,CE,FORTALEZA-CE,2026-04,0.5700,0.5375,6.05,AMARELO,,Nao,Nao
846,HORTIFRUTIGRANJEIROS,BATATA - NÃO INFORMADO,RJ,RIO DE JANEIRO-RJ,2026-03,5.8600,4.3050,36.12,VERMELHO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,DF,,2025-07,14.9900,16.5757,-9.57,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,SP,AVARÉ-SP,2025-06,1.0700,1.0400,2.88,AMARELO,,Nao,Nao
964,HORTIFRUTIGRANJEIROS,Chuchu,MA,,2026-06,2.9500,3.6000,-18.06,VERDE,,Sim,Nao
767,PROTEINAS,CARNE BOVINA - DIANTEIRO COM OSSO,MS,CAMPO GRANDE-MS,2025-10,18.0000,18.6343,-3.40,AMARELO,,Nao,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",PR,ASTORGA-PR,2025-12,1.0700,1.1757,-8.99,AMARELO,,Nao,Nao
1175,HORTIFRUTIGRANJEIROS,Manga Palmer,RJ,"",2026-06,8.3300,8.3300,0.00,AMARELO,,Sim,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RJ,VALENÇA-RJ,2025-08,2.6000,2.4829,4.72,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,AC,,2026-05,0.5500,0.7743,-28.97,VERDE,,Nao,Nao
1032,HORTIFRUTIGRANJEIROS,Mamão Havaí,MT,,2026-06,9.0000,9.0000,0.00,AMARELO,,Sim,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,TO,PALMAS-TO,2025-06,8.0800,9.2300,-12.46,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,RN,NATAL-RN,2026-03,8.2800,6.6757,24.03,VERMELHO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,GO,RIO VERDE-GO,2025-11,0.9400,0.9014,4.28,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,PA,BELÉM-PA,2026-02,44.3300,42.1050,5.28,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,PI,,2025-09,41.9300,43.1950,-2.93,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,GO,,2026-01,42.8700,41.0775,4.36,AMARELO,,Nao,Nao
893,HORTIFRUTIGRANJEIROS,BANANA - DA TERRA,ES,,2025-10,3.3700,3.5071,-3.91,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,PR,,2026-01,6.4900,6.5700,-1.22,AMARELO,,Nao,Nao
898,PROTEINAS,CARNE CAPRINA - CARCAÇA,PB,GUARABIRA-PB,2025-08,26.0000,26.2329,-0.89,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,PE,RECIFE-PE,2025-09,43.9600,44.3625,-0.91,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,SP,SÃO PAULO-SP,2026-03,4.3700,4.2414,3.03,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,AM,MANAUS-AM,2025-07,1.5200,1.4814,2.61,AMARELO,,Nao,Nao
747,PROTEINAS,CARNE OVINA - CARCAÇA,SE,,2026-03,29.0000,28.6814,1.11,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,RO,PORTO VELHO-RO,2025-09,8.5300,7.6225,11.91,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,CE,,2025-12,2.0900,4.8529,-56.93,VERDE,,Nao,Nao
856,CEREAIS_GRAOS,"FARINHA DE MANDIOCA - TIPO 1, TORRADA",PR,,2025-07,7.1000,7.6100,-6.70,AMARELO,,Nao,Nao
1095,ALIMENTO_VAREJO,Ovo Vermelho,SP,,2026-07,201.7100,90.0000,124.12,VERMELHO,QUEDA,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,PA,SANTA ISABEL DO PARÁ-PA,2025-10,0.4500,0.4743,-5.12,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,MT,TERRA NOVA DO NORTE-MT,2025-12,2.0100,2.2086,-8.99,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,PA,,2025-12,4.4000,4.5429,-3.15,AMARELO,,Nao,Nao
1017,HORTIFRUTIGRANJEIROS,Couve Manteiga,AL,,2026-07,5.0000,5.0000,0.00,AMARELO,,Sim,Nao
850,PROTEINAS,CARNE DE FRANGO - CONGELADO,MT,CUIABÁ-MT,2025-08,11.2900,10.9286,3.31,AMARELO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,SP,SÃO PAULO-SP,2026-04,5.2800,5.4200,-2.58,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RN,BREJINHO-RN,2025-11,2.4100,2.3514,2.49,AMARELO,,Nao,Nao
887,ALIMENTO_VAREJO,CEBOLA - NÃO INFORMADO,MG,,2025-10,1.5700,1.8800,-16.49,VERDE,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,MA,,2026-03,3.6600,3.7029,-1.16,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,PI,,2026-01,6.1500,5.9243,3.81,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,BA,,2026-02,43.9200,41.7500,5.20,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,PR,,2025-12,51.0300,50.8300,0.39,AMARELO,,Nao,Nao
1109,HORTIFRUTIGRANJEIROS,Manga Tommy,SP,,2026-07,7.2486,5.8500,23.91,VERMELHO,QUEDA,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,PB,,2025-10,6.1700,6.1440,0.42,AMARELO,,Nao,Nao
783,CEREAIS_GRAOS,FARINHA DE TRIGO - COM FERMENTO,PB,,2025-07,4.8500,4.8500,0.00,AMARELO,,Nao,Nao
854,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) D'ÁGUA,RR,,2025-10,8.6500,10.9857,-21.26,VERDE,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,PE,RECIFE-PE,2025-07,3.1800,3.1500,0.95,AMARELO,,Nao,Nao
761,HORTIFRUTIGRANJEIROS,UVA - DE MESA ISABEL,PB,,2025-09,3.9400,4.1286,-4.57,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,PR,,2025-09,1.4300,1.3771,3.84,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,AC,RIO BRANCO-AC,2026-05,8.2000,6.3000,30.16,VERMELHO,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,PB,JOÃO PESSOA-PB,2025-08,9.2600,9.6129,-3.67,AMARELO,,Nao,Nao
964,HORTIFRUTIGRANJEIROS,Chuchu,MA,,2026-07,4.2500,3.6000,18.06,VERMELHO,,Sim,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,MS,CHAPADÃO DO SUL-MS,2025-07,1.9700,2.0357,-3.23,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,MS,CAMPO GRANDE-MS,2026-03,3.9800,4.5286,-12.11,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,CE,,2025-06,0.6200,0.6257,-0.91,AMARELO,,Nao,Nao
800,PROTEINAS,CARNE BOVINA - PONTA DE AGULHA,RS,,2025-06,34.5100,36.3914,-5.17,AMARELO,,Nao,Nao
757,ALIMENTO_VAREJO,CAFE - CONILLON,AC,,2025-07,23.6200,19.7943,19.33,VERMELHO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,PI,,2026-05,5.7700,5.7700,0.00,AMARELO,,Sim,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,SE,ARACAJU-SE,2025-07,4.2500,4.2014,1.16,AMARELO,,Nao,Nao
808,ALIMENTO_VAREJO,SAL - NÃO INFORMADO,MS,CAMPO GRANDE-MS,2025-08,3.4700,3.4667,0.10,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RS,CARLOS BARBOSA-RS,2025-08,2.7200,2.5229,7.81,AMARELO,,Nao,Nao
772,HORTIFRUTIGRANJEIROS,BATATA - INGLESA,MG,,2026-04,3.0400,2.7229,11.65,AMARELO,,Nao,Nao
971,HORTIFRUTIGRANJEIROS,Tomate Caqui,PR,,2026-04,77.5000,77.5000,0.00,AMARELO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,MS,CAMPO GRANDE-MS,2026-05,4.3600,4.6475,-6.19,AMARELO,,Nao,Nao
1042,ALIMENTO_VAREJO,Coco Seco,SP,,2026-07,4.0000,4.0000,0.00,AMARELO,,Sim,Nao
835,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA PERA,SP,,2025-09,1.1300,1.1243,0.51,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,GO,GOIÂNIA-GO,2025-12,7.6300,8.2471,-7.48,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,AM,,2025-09,1.4500,1.4814,-2.12,AMARELO,,Nao,Nao
1000,HORTIFRUTIGRANJEIROS,Abacate Quintal,RS,,2026-06,3.8900,3.7600,3.46,AMARELO,,Sim,Nao
818,HORTIFRUTIGRANJEIROS,UVA - INDÚSTRIA MOSCATO,RS,,2025-11,2.5000,2.5000,0.00,AMARELO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,SC,FLORIANÓPOLIS-SC,2026-05,4.4700,4.4825,-0.28,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,AC,ACRELÂNDIA-AC,2025-06,1.9000,1.9071,-0.37,AMARELO,,Nao,Nao
782,ALIMENTO_VAREJO,OLEO VEGETAL - AGREX´OIL,ES,PINHEIROS-ES,2025-11,18.2000,18.2000,0.00,AMARELO,,Nao,Nao
1148,HORTIFRUTIGRANJEIROS,Alface Crespa Hidropônica,DF,"",2026-07,1.1100,1.3900,-20.14,VERDE,,Sim,Nao
854,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) D'ÁGUA,RR,,2025-08,10.2400,10.9857,-6.79,AMARELO,,Nao,Nao
1132,HORTIFRUTIGRANJEIROS,Maçã Gala,SP,,2025-07,77.4167,77.4167,0.00,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,MA,,2025-09,2.0700,2.0514,0.91,AMARELO,,Nao,Nao
886,ALIMENTO_VAREJO,OLEO DE MURUMURU - NÃO INFORMADO,AM,,2025-07,54.8000,57.8700,-5.30,AMARELO,,Nao,Nao
796,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA SECA,PA,CASTANHAL-PA,2025-11,4.5800,4.2829,6.94,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,AC,,2025-09,2.7200,2.7157,0.16,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,PI,,2025-11,43.1500,43.0500,0.23,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,SE,,2025-07,2.3700,2.1814,8.65,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,RO,VILHENA-RO,2025-08,1.8800,1.8900,-0.53,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,AL,MACEIÓ-AL,2026-05,1.3300,1.2314,8.01,AMARELO,,Nao,Nao
1575,HORTIFRUTIGRANJEIROS,Manga Espada,MT,,2026-06,6.3200,6.3200,0.00,AMARELO,,Sim,Nao
1132,HORTIFRUTIGRANJEIROS,Maçã Gala,SP,,2026-05,77.4167,77.4167,0.00,AMARELO,,Nao,Nao
836,CEREAIS_GRAOS,FARINHA DE MANDIOCA - CRUA BRANCA,CE,,2025-12,4.7400,4.7800,-0.84,AMARELO,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,RJ,,2025-11,3.8000,4.2443,-10.47,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,CE,FORTALEZA-CE,2026-03,21.0300,20.5600,2.29,AMARELO,,Nao,Nao
764,HORTIFRUTIGRANJEIROS,LARANJA - DE MESA PERA,DF,BRASÍLIA-DF,2025-11,2.0000,2.2157,-9.74,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,CE,FORTALEZA-CE,2025-10,0.5500,0.5375,2.33,AMARELO,,Nao,Nao
994,HORTIFRUTIGRANJEIROS,Banana Nanica,MG,,2026-02,1.6300,1.6300,0.00,AMARELO,,Nao,Nao
836,CEREAIS_GRAOS,FARINHA DE MANDIOCA - CRUA BRANCA,AL,,2026-05,5.9900,5.8725,2.00,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,CE,MORADA NOVA-CE,2025-09,1.1800,1.1300,4.42,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,AC,RIO BRANCO-AC,2025-12,0.8300,0.7743,7.19,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,MG,BELO HORIZONTE-MG,2025-10,5.6700,6.1129,-7.25,AMARELO,,Nao,Nao
961,ALIMENTO_VAREJO,Cebola Importada Holanda,DF,"",2026-06,5.0000,5.2500,-4.76,AMARELO,,Sim,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,DF,BRASÍLIA-DF,2026-03,0.7300,3.1686,-76.96,VERDE,,Nao,Nao
881,ALIMENTO_VAREJO,CEBOLA - AMARELA,SP,,2026-03,1.7100,0.9414,81.64,VERMELHO,,Nao,Nao
764,HORTIFRUTIGRANJEIROS,LARANJA - DE MESA PERA,DF,BRASÍLIA-DF,2025-12,1.8600,2.2157,-16.05,VERDE,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,RO,PORTO VELHO-RO,2025-11,10.4400,9.9229,5.21,AMARELO,,Nao,Nao
1160,HORTIFRUTIGRANJEIROS,Beterraba,PB,"",2026-06,3.0800,2.9150,5.66,AMARELO,,Sim,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,SE,ARACAJU-SE,2025-11,41.1600,42.3300,-2.76,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,BA,SALVADOR-BA,2026-01,71.8000,70.8243,1.38,AMARELO,,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,SP,ITAÍ-SP,2025-07,3.5800,3.9500,-9.37,AMARELO,,Nao,Nao
932,ALIMENTO_VAREJO,Batata Lavada,MG,,2026-04,2.7826,2.7826,0.00,AMARELO,,Nao,Nao
888,ALIMENTO_VAREJO,FEIJAO - CAUPI TIPO 1,MA,SÃO LUÍS-MA,2025-08,6.4600,6.0243,7.23,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,MS,CAMPO GRANDE-MS,2025-07,9.3200,9.3857,-0.70,AMARELO,,Nao,Nao
834,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 SECA,MT,,2025-10,6.6300,6.6343,-0.06,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,RJ,TRAJANO DE MORAES-RJ,2025-10,2.0200,1.9971,1.15,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,CE,,2025-10,4.0000,4.5200,-11.50,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,MG,,2025-08,17.9200,18.2357,-1.73,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,GO,CHAPADÃO DO CÉU-GO,2025-11,1.9800,1.9429,1.91,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,MS,,2025-09,45.9800,46.4025,-0.91,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,DF,BRASÍLIA-DF,2025-10,6.5100,5.5757,16.76,VERMELHO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,RO,PORTO VELHO-RO,2026-04,34.6700,32.8800,5.44,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,PI,TERESINA-PI,2025-10,39.5200,39.9375,-1.05,AMARELO,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,SE,,2026-05,3.5400,3.8143,-7.19,AMARELO,,Nao,Nao
1054,HORTIFRUTIGRANJEIROS,Mini Rosa,SP,,2026-06,14.0000,17.5000,-20.00,VERDE,,Sim,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,AM,MANAUS-AM,2025-12,53.3500,56.1300,-4.95,AMARELO,,Nao,Nao
