ID Produto,Categoria,Nome do Produto,UF,Municipio,Mes/Ano Referencia,Preco Atual (R$),Preco Referencia (Baseline - R$),Divergencia Matematica (%),Status do Semafaro (Cor no DB),Previsao IA (Tendencia Futura),Usa Dado Fallback?,Usa Dado Interpolado?
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,PB,JOÃO PESSOA-PB,2026-03,46.4000,44.7200,3.76,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,SC,SÃO JOSÉ-SC,2025-11,60.8200,63.5729,-4.33,AMARELO,,Nao,Nao
808,ALIMENTO_VAREJO,SAL - NÃO INFORMADO,AL,,2025-06,1.8900,1.9233,-1.73,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,MG,,2025-10,40.5200,40.4571,0.16,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,MS,PARANAÍBA-MS,2025-08,2.6200,2.4743,5.89,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,DF,BRASÍLIA-DF,2026-02,55.4000,57.9786,-4.45,AMARELO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,PR,CURITIBA-PR,2026-03,4.0000,4.3175,-7.35,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,MT,CUIABÁ-MT,2025-10,39.6000,39.7157,-0.29,AMARELO,,Nao,Nao
891,HORTIFRUTIGRANJEIROS,UVA - INDÚSTRIA BORDÔ,RS,FLORES DA CUNHA-RS,2025-11,2.2200,2.2200,0.00,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,RO,,2025-09,15.2100,14.9657,1.63,AMARELO,,Nao,Nao
2517,ALIMENTO_VAREJO,Cebola Pérola,MT,,2026-06,4.5000,4.5000,0.00,AMARELO,,Sim,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,PE,RECIFE-PE,2026-05,5.4400,5.8425,-6.89,AMARELO,,Nao,Nao
834,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 SECA,MT,,2025-12,6.6700,6.6343,0.54,AMARELO,,Nao,Nao
972,HORTIFRUTIGRANJEIROS,Espinafre,SP,,2026-06,31.8750,32.8475,-2.96,AMARELO,,Sim,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,RR,,2026-04,0.8000,3.3814,-76.34,VERDE,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,AL,,2025-07,9.0100,9.2829,-2.94,AMARELO,,Nao,Nao
836,CEREAIS_GRAOS,FARINHA DE MANDIOCA - CRUA BRANCA,PB,JOÃO PESSOA-PB,2025-09,6.7900,6.6675,1.84,AMARELO,,Nao,Nao
1749,HORTIFRUTIGRANJEIROS,Alface Romana Hidropônica,BR,"",2026-06,26.8000,26.8000,0.00,AMARELO,,Sim,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,ES,VITÓRIA-ES,2025-09,66.7700,65.8975,1.32,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,RN,,2025-11,42.3700,43.2050,-1.93,AMARELO,,Nao,Nao
809,CEREAIS_GRAOS,ARROZ - PARBOILIZADO LONGO F,SP,SÃO PAULO-SP,2025-06,4.9200,4.3671,12.66,AMARELO,,Nao,Nao
2395,HORTIFRUTIGRANJEIROS,Alface Crespa,AL,,2026-07,18.0000,18.0000,0.00,AMARELO,,Sim,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MS,CAMPO GRANDE-MS,2025-12,0.8800,0.8414,4.59,AMARELO,,Nao,Nao
760,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA SECA,AM,ENVIRA-AM,2025-06,3.7000,3.5429,4.43,AMARELO,,Nao,Nao
888,ALIMENTO_VAREJO,FEIJAO - CAUPI TIPO 1,PB,JOÃO PESSOA-PB,2025-08,8.1600,7.8729,3.65,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,CE,FORTALEZA-CE,2025-12,20.6900,20.5600,0.63,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,RO,CACOAL-RO,2025-08,5.0000,4.7300,5.71,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,PR,,2025-08,35.4300,35.3386,0.26,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,PA,SANTARÉM-PA,2025-09,2.6900,2.6429,1.78,AMARELO,,Nao,Nao
762,ALIMENTO_VAREJO,MAMAO - NÃO INFORMADO,BA,,2025-09,2.2400,2.0486,9.34,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,RS,,2026-05,54.8700,52.4800,4.55,AMARELO,,Nao,Nao
1127,HORTIFRUTIGRANJEIROS,Abacaxi Pérola,RN,,2026-07,5.0000,5.0000,0.00,AMARELO,,Sim,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,ES,SANTA MARIA DE JETIBÁ-ES,2025-09,4.1700,4.4114,-5.47,AMARELO,,Nao,Nao
881,ALIMENTO_VAREJO,CEBOLA - AMARELA,SP,PIEDADE-SP,2025-08,0.6800,0.9414,-27.77,VERDE,,Nao,Nao
1812,ALIMENTO_VAREJO,Cebola Importada Espanha,RS,,2026-07,4.7100,4.6050,2.28,AMARELO,,Sim,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,AC,RIO BRANCO-AC,2025-10,34.8300,35.4075,-1.63,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PB,JOÃO PESSOA-PB,2025-12,1.3300,1.3400,-0.75,AMARELO,,Nao,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,GO,,2026-05,54.8800,54.0425,1.55,AMARELO,,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,MT,CAMPO VERDE-MT,2025-09,3.4400,3.2486,5.89,AMARELO,,Nao,Nao
767,PROTEINAS,CARNE BOVINA - DIANTEIRO COM OSSO,RS,,2025-12,35.1500,36.2629,-3.07,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,PI,TERESINA-PI,2025-12,44.0000,43.0500,2.21,AMARELO,,Nao,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",GO,,2026-02,1.3000,1.3143,-1.09,AMARELO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,RO,,2026-05,4.7100,4.7100,0.00,AMARELO,,Sim,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,AL,,2026-04,44.8000,40.4025,10.88,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,SC,FORQUILHINHA-SC,2025-06,1.3000,1.1529,12.76,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,PR,,2025-09,0.7000,2.0114,-65.20,VERDE,,Nao,Nao
853,PROTEINAS,OVOS DE GALINHA - BRANCO (A),PE,,2025-10,0.5700,0.5586,2.04,AMARELO,,Nao,Nao
932,ALIMENTO_VAREJO,Batata Lavada,PR,,2025-10,35.2457,35.2457,0.00,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,SC,ABELARDO LUZ-SC,2025-12,2.2700,2.1257,6.79,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,PA,BELÉM-PA,2025-10,5.3700,5.1457,4.36,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,AP,,2025-11,5.5200,5.0971,8.30,AMARELO,,Nao,Nao
944,HORTIFRUTIGRANJEIROS,Abacaxi Havai,DF,"",2026-07,9.0000,9.0000,0.00,AMARELO,,Sim,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,DF,BRASÍLIA-DF,2026-04,0.7600,0.8950,-15.08,VERDE,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PI,PICOS-PI,2026-04,1.2900,1.2443,3.67,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,PR,,2026-03,55.3500,58.3171,-5.09,AMARELO,,Nao,Nao
881,ALIMENTO_VAREJO,CEBOLA - AMARELA,SP,,2026-05,3.9400,0.9414,318.53,VERMELHO,ALTA,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,RS,,2025-09,9.2000,9.4286,-2.42,AMARELO,,Nao,Nao
1037,ALIMENTO_VAREJO,Alho Importado Argentina,BA,,2026-06,15.0000,15.0000,0.00,AMARELO,,Sim,Nao
1176,PESCADOS,Pescada Amarela,PR,,2024-11,30.4999,41.9550,-27.30,VERDE,,Nao,Sim
865,PROTEINAS,LEITE DE VACA - IN NATURA,PB,PATOS-PB,2025-11,3.0100,2.9014,3.74,AMARELO,,Nao,Nao
846,HORTIFRUTIGRANJEIROS,BATATA - NÃO INFORMADO,MS,,2026-01,4.1000,3.6375,12.71,AMARELO,,Nao,Nao
1031,HORTIFRUTIGRANJEIROS,Nabo,SP,,2026-07,85.5200,84.4200,1.30,AMARELO,,Sim,Nao
982,HORTIFRUTIGRANJEIROS,Jiló,SC,,2026-06,9.4400,9.7200,-2.88,AMARELO,,Sim,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,GO,,2026-05,71.2100,66.3229,7.37,AMARELO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,DF,,2026-01,4.6400,4.7550,-2.42,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,SE,,2025-12,1.3300,1.3329,-0.22,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,RR,,2026-05,8.7800,9.4014,-6.61,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,MG,BELO HORIZONTE-MG,2025-12,8.6800,8.6800,0.00,AMARELO,,Nao,Nao
764,HORTIFRUTIGRANJEIROS,LARANJA - DE MESA PERA,GO,,2025-11,1.6300,1.7543,-7.09,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,BA,,2025-07,3.6100,3.3843,6.67,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,SE,ITABAIANA-SE,2025-11,0.8600,1.1600,-25.86,VERDE,,Nao,Nao
964,HORTIFRUTIGRANJEIROS,Chuchu,CE,"",2026-07,2.3000,2.5000,-8.00,AMARELO,,Sim,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,RR,BOA VISTA-RR,2025-12,35.8000,35.6529,0.41,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,PA,,2026-04,10.4000,7.8425,32.61,VERMELHO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MS,,2025-11,0.8900,0.9814,-9.31,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,AL,MACEIÓ-AL,2026-05,10.4500,4.2750,144.44,VERMELHO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,AP,MACAPÁ-AP,2025-07,7.9100,8.6414,-8.46,AMARELO,,Nao,Nao
855,HORTIFRUTIGRANJEIROS,BATATA-DOCE - AMARELA,PB,,2025-12,3.7700,3.9943,-5.62,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,SP,PRESIDENTE PRUDENTE-SP,2025-12,1.1900,1.0214,16.51,VERMELHO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,DF,,2026-04,6.2300,4.5843,35.90,VERMELHO,,Nao,Nao
912,PROTEINAS,FRANGO - VIVO,GO,RIO VERDE-GO,2025-09,6.0300,5.8514,3.05,AMARELO,,Nao,Nao
808,ALIMENTO_VAREJO,SAL - NÃO INFORMADO,SP,SÃO PAULO-SP,2025-06,2.7400,2.7967,-2.03,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PR,GUARAPUAVA-PR,2025-10,0.9000,0.8943,0.64,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,SE,ARACAJU-SE,2026-02,4.7300,4.0925,15.58,VERMELHO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,PA,,2025-09,3.8300,3.7557,1.98,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,RS,VACARIA-RS,2025-09,1.8200,1.8586,-2.08,AMARELO,,Nao,Nao
1080,HORTIFRUTIGRANJEIROS,Abacate Avocado,PE,,2026-06,4.5000,4.5000,0.00,AMARELO,,Sim,Nao
927,HORTIFRUTIGRANJEIROS,Azaleia,SP,,2026-06,61.3300,61.5700,-0.39,AMARELO,,Sim,Nao
1158,HORTIFRUTIGRANJEIROS,Ameixa Imp. Argentina,SP,,2025-09,72.8150,72.8150,0.00,AMARELO,,Nao,Nao
2451,HORTIFRUTIGRANJEIROS,Limão Galego,SC,,2026-06,3.2500,3.3000,-1.52,AMARELO,,Sim,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,MA,,2025-12,4.5500,5.3214,-14.50,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,PI,TERESINA-PI,2025-12,3.7000,3.4900,6.02,AMARELO,,Nao,Nao
874,HORTIFRUTIGRANJEIROS,GOIABA - VERMELHA,PI,CONCEIÇÃO DO CANINDÉ-PI,2025-09,3.0300,2.7029,12.10,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,PI,,2025-09,4.9500,5.0457,-1.90,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,RR,BOA VISTA-RR,2026-02,41.2000,40.6525,1.35,AMARELO,,Nao,Nao
870,PROTEINAS,LEITE DE CABRA - IN NATURA,BA,VALENTE-BA,2025-11,3.7500,3.7500,0.00,AMARELO,,Nao,Nao
1160,HORTIFRUTIGRANJEIROS,Beterraba,RN,,2026-07,3.5000,3.7500,-6.67,AMARELO,,Sim,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,RO,PORTO VELHO-RO,2025-06,5.7200,4.3486,31.54,VERMELHO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,RS,PORTO ALEGRE-RS,2025-12,9.7200,8.9900,8.12,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,AP,,2025-08,8.7000,9.3029,-6.48,AMARELO,,Nao,Nao
1006,HORTIFRUTIGRANJEIROS,Couve de Bruxelas,SC,,2026-06,6.0000,6.0000,0.00,AMARELO,,Sim,Nao
846,HORTIFRUTIGRANJEIROS,BATATA - NÃO INFORMADO,SC,,2026-04,5.1700,4.0200,28.61,VERMELHO,,Nao,Nao
767,PROTEINAS,CARNE BOVINA - DIANTEIRO COM OSSO,MG,,2025-12,18.4200,18.4014,0.10,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MA,IMPERATRIZ-MA,2025-11,1.2400,1.2357,0.35,AMARELO,,Nao,Nao
1208,HORTIFRUTIGRANJEIROS,Cogumelo Shitake,SP,,2026-06,8.5500,8.5100,0.47,AMARELO,,Sim,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,SC,,2026-01,4.8100,5.1400,-6.42,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,PR,PINHAIS-PR,2025-11,8.1400,8.1514,-0.14,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,AC,RIO BRANCO-AC,2025-09,6.5400,6.3457,3.06,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,MT,CUIABÁ-MT,2026-03,6.0600,5.7371,5.63,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,SC,RIO DO SUL-SC,2025-08,1.2600,1.1571,8.89,AMARELO,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,BA,SALVADOR-BA,2025-08,8.5400,8.0971,5.47,AMARELO,,Nao,Nao
845,HORTIFRUTIGRANJEIROS,BATATA-DOCE - NÃO INFORMADO,RN,,2025-10,0.2700,0.3043,-11.27,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,TO,GURUPI-TO,2025-06,1.8800,2.0271,-7.26,AMARELO,,Nao,Nao
1040,HORTIFRUTIGRANJEIROS,Maça Pink Lady Importada,RJ,"",2026-06,5.5600,5.5600,0.00,AMARELO,,Sim,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,PR,,2025-09,6.5600,7.3800,-11.11,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,SE,,2025-09,42.6300,42.3300,0.71,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,AM,MANAUS-AM,2025-12,0.5700,0.5557,2.57,AMARELO,,Nao,Nao
823,ALIMENTO_VAREJO,CAFE - CONILLON TIPO 7,ES,NOVA VENÉCIA-ES,2025-11,22.2900,20.6157,8.12,AMARELO,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,AM,,2025-07,11.9400,10.8857,9.69,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,PB,JOÃO PESSOA-PB,2025-08,14.7700,15.0143,-1.63,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,SE,,2026-03,6.9300,2.5100,176.10,VERMELHO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,PE,IATI-PE,2025-10,2.0000,2.1214,-5.72,AMARELO,,Nao,Nao
1018,HORTIFRUTIGRANJEIROS,Mamão Formosa,MS,,2026-06,3.5000,3.3750,3.70,AMARELO,,Sim,Nao
845,HORTIFRUTIGRANJEIROS,BATATA-DOCE - NÃO INFORMADO,PR,SÃO JOSÉ DOS PINHAIS-PR,2025-06,0.2600,0.4400,-40.91,VERDE,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,PE,RECIFE-PE,2025-09,31.9000,32.8371,-2.85,AMARELO,,Nao,Nao
823,ALIMENTO_VAREJO,CAFE - CONILLON TIPO 7,ES,,2025-09,22.1800,20.6729,7.29,AMARELO,,Nao,Nao
1102,HORTIFRUTIGRANJEIROS,Brócolos Ramoso,PB,"",2026-07,7.0000,7.0000,0.00,AMARELO,,Sim,Nao
963,HORTIFRUTIGRANJEIROS,Tangerina Importada,PR,,2026-07,9.0900,9.0900,0.00,AMARELO,,Sim,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RJ,SÃO JOSÉ DO VALE DO RIO PRETO-RJ,2026-05,1.2400,1.3429,-7.66,AMARELO,,Nao,Nao
919,HORTIFRUTIGRANJEIROS,Maracujá Azedo,MA,,2026-06,11.0500,10.3700,6.56,AMARELO,,Sim,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PA,SANTANA DO ARAGUAIA-PA,2025-10,1.0000,0.9783,2.22,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,PA,BELÉM-PA,2025-10,4.3900,4.5186,-2.85,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MT,CUIABÁ-MT,2025-08,0.7500,0.8614,-12.93,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,RN,NATAL-RN,2026-04,4.3400,5.0429,-13.94,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,MA,,2025-09,18.3900,19.0029,-3.23,AMARELO,,Nao,Nao
1021,HORTIFRUTIGRANJEIROS,Chicória,SP,,2026-07,46.4300,44.4100,4.55,AMARELO,,Sim,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,MG,,2025-06,2.0200,2.1071,-4.13,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RN,SÃO GONÇALO DO AMARANTE-RN,2025-08,2.2500,2.2629,-0.57,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,DF,,2025-12,1.9000,1.8771,1.22,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,GO,,2026-05,0.4200,0.8800,-52.27,VERDE,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,RO,,2026-05,15.7400,14.9657,5.17,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,SC,JACINTO MACHADO-SC,2025-08,1.2800,1.1614,10.21,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,PA,,2026-04,16.9800,15.7414,7.87,AMARELO,,Nao,Nao
845,HORTIFRUTIGRANJEIROS,BATATA-DOCE - NÃO INFORMADO,AM,,2025-12,1.2000,0.9857,21.74,VERMELHO,,Nao,Nao
1132,HORTIFRUTIGRANJEIROS,Maçã Gala,SP,,2025-06,77.4167,77.4167,0.00,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,RR,BOA VISTA-RR,2025-07,5.8300,4.6714,24.80,VERMELHO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,SP,,2026-04,5.2800,5.4200,-2.58,AMARELO,,Nao,Nao
961,ALIMENTO_VAREJO,Cebola Importada Holanda,PE,,2026-07,6.0000,5.7500,4.35,AMARELO,,Sim,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,AP,,2025-10,62.7000,66.0614,-5.09,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,MT,CUIABÁ-MT,2025-11,67.6000,65.1557,3.75,AMARELO,,Nao,Nao
971,HORTIFRUTIGRANJEIROS,Tomate Caqui,SP,,2025-02,94.0210,94.1199,-0.11,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,CE,FORTALEZA-CE,2026-02,6.6300,5.9900,10.68,AMARELO,,Nao,Nao
898,PROTEINAS,CARNE CAPRINA - CARCAÇA,PE,SERRA TALHADA-PE,2025-06,27.0000,26.5886,1.55,AMARELO,,Nao,Nao
835,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA PERA,SP,ITÁPOLIS-SP,2025-07,1.0800,1.0871,-0.65,AMARELO,,Nao,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",SC,,2026-02,1.1000,1.2914,-14.82,AMARELO,,Nao,Nao
1174,HORTIFRUTIGRANJEIROS,Mini Suculenta,SP,,2026-06,19.1000,19.0800,0.10,AMARELO,,Sim,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,AM,,2026-05,0.7300,5.8286,-87.48,VERDE,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,RN,NATAL-RN,2025-12,63.3800,64.9029,-2.35,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,AM,MANAUS-AM,2025-12,39.3700,38.4100,2.50,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,RR,,2026-04,44.9900,44.3025,1.55,AMARELO,,Nao,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",SC,,2025-10,1.0500,1.2914,-18.69,VERDE,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,GO,GOIÂNIA-GO,2026-03,43.0300,41.6200,3.39,AMARELO,,Nao,Nao
873,HORTIFRUTIGRANJEIROS,UVA - INDÚSTRIA ISABEL,RS,,2026-04,1.8000,1.8500,-2.70,AMARELO,,Nao,Nao
1152,HORTIFRUTIGRANJEIROS,Batata Doce Amarela,SP,,2026-04,55.1353,55.1353,0.00,AMARELO,,Nao,Nao
861,HORTIFRUTIGRANJEIROS,UVA - DE MESA NIÁGARA,PR,,2026-05,9.3100,9.5200,-2.21,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,BA,,2025-09,2.2700,2.2743,-0.19,AMARELO,,Nao,Nao
781,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) SECA BRANC,RJ,,2025-10,2.4700,2.2900,7.86,AMARELO,,Nao,Nao
997,HORTIFRUTIGRANJEIROS,Uva Arra 15,SP,,2026-06,12.9960,47.0633,-72.39,VERDE,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,SC,SÃO JOSÉ-SC,2025-12,4.0300,4.5143,-10.73,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,MT,CUIABÁ-MT,2025-09,39.7700,39.7157,0.14,AMARELO,,Nao,Nao
761,HORTIFRUTIGRANJEIROS,UVA - DE MESA ISABEL,PB,,2026-02,4.6000,4.1286,11.42,AMARELO,,Nao,Nao
1338,ALIMENTO_VAREJO,Alho Importado China,DF,"",2026-07,20.5000,20.7500,-1.20,AMARELO,,Sim,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PR,PONTA GROSSA-PR,2026-02,1.0000,0.9943,0.57,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,TO,,2026-01,70.2000,67.6000,3.85,AMARELO,,Nao,Nao
1136,HORTIFRUTIGRANJEIROS,Abobrinha Italiana,MS,,2026-07,7.5000,7.5000,0.00,AMARELO,,Sim,Nao
785,HORTIFRUTIGRANJEIROS,BANANA - PACOVAN,PE,VICÊNCIA-PE,2025-07,1.7400,1.1914,46.05,VERMELHO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,MT,CUIABÁ-MT,2026-03,43.6700,42.0350,3.89,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,MA,,2025-08,5.4600,5.3214,2.60,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,RO,,2026-01,33.1900,32.8800,0.94,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,PR,IRATI-PR,2025-11,1.9200,1.9486,-1.47,AMARELO,,Nao,Nao
