produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;18,5
2,4-D                    ;NÃO INFORMADO       ;7052;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;21,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;19,18
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;21,51
2,4-D                    ;NÃO INFORMADO       ;7052;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;18,9
2,4-D                    ;806 G/L 2,4-D ÁCIDO ;11566;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;19,0
2,4-D                    ;806 G/L 2,4-D ÁCIDO ;11566;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;16,25
2,4-D                    ;NÃO INFORMADO       ;7052;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;34,99
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;19,96
2,4-D                    ;806 G/L 2,4-D ÁCIDO ;11566;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;23,48
2,4-D                    ;NÃO INFORMADO       ;7052;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;22,95
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;22,95
2,4-D                    ;NÃO INFORMADO       ;7052;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;20,04
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;15,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;DF        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;20,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;18,65
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;14,3
2,4-D                    ;NÃO INFORMADO       ;7052;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;23,09
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,23
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;20,91
2,4-D                    ;NÃO INFORMADO       ;7052;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;20,0
2,4-D                    ;806 G/L 2,4-D ÁCIDO ;11566;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;20,0
2,4-D                    ;806 G/L 2,4-D ÁCIDO ;11566;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CE        ;NORDESTE       ;2025;12;PREÇO PAGO PELO PRODUTOR                                    ;105,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;15,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;CE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;100,0
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;17,3
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;20,0
2,4-D                    ;NÃO INFORMADO       ;7052;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;19,72
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;20,27
2,4-D                    ;2,4 D FERSOL 867 G/L;4047;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;28,8
2,4-D                    ;NÃO INFORMADO       ;7052;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;20,0
2,4-D                    ;806 G/L 2,4-D ÁCIDO ;11566;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;21,75
2,4D DMA 806 BR          ;NÃO INFORMADO       ;10736;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;37,0
2,4D DMA 806 BR          ;NÃO INFORMADO       ;10736;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;18,87
2,4D DMA 806 BR          ;NÃO INFORMADO       ;10736;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;19,28
2,4D DMA 806 BR          ;NÃO INFORMADO       ;10736;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;18,0
2,4D DMA 806 BR          ;NÃO INFORMADO       ;10736;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;21,5
2,4D DMA 806 BR          ;NÃO INFORMADO       ;10736;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;22,8
25-00-25                 ;NÃO INFORMADO       ;4527;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,62
25-00-25                 ;NÃO INFORMADO       ;4527;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,11
25-00-25                 ;NÃO INFORMADO       ;4527;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;2,98
25-00-25                 ;NÃO INFORMADO       ;4527;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,14
25-00-25                 ;NÃO INFORMADO       ;4527;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;3,14
25-00-25                 ;NÃO INFORMADO       ;4527;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,68
25-00-25                 ;NÃO INFORMADO       ;4527;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,89
25-05-20                 ;NÃO INFORMADO       ;11339;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4,42
30-00-20                 ;NÃO INFORMADO       ;4530;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,35
30-00-20                 ;NÃO INFORMADO       ;4530;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;2,4
30-00-20                 ;NÃO INFORMADO       ;4530;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;2,5
33-00-00                 ;NÃO INFORMADO       ;10450;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;2,45
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,83
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,48
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,77
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,88
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,3
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,32
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,76
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,62
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,39
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,02
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,6
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,76
ABACAXI                  ;TERRA DE AREIA      ;11148;RS        ;SUL            ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,25
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,43
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,83
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,31
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,61
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,41
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,53
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,84
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,79
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,8
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,55
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,86
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,28
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,02
ABACAXI                  ;PÉROLA              ;6320;RO        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,73
ABACAXI                  ;IMPERIAL            ;14887;RR        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,7
ABACAXI                  ;PÉROLA              ;6320;TO        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,44
ABACAXI                  ;PÉROLA              ;6320;AC        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,83
ABACAXI                  ;PÉROLA              ;6320;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,11
ABACAXI                  ;PÉROLA              ;6320;AP        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,48
ABACAXI                  ;PÉROLA              ;6320;BA        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,88
ABACAXI                  ;PÉROLA              ;6320;DF        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,79
ABACAXI                  ;PÉROLA              ;6320;ES        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,57
ABACAXI                  ;PÉROLA              ;6320;GO        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,84
ABACAXI                  ;PÉROLA              ;6320;MG        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,67
ABACAXI                  ;PÉROLA              ;6320;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,67
ABACAXI                  ;PÉROLA              ;6320;PB        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,5
ABACAXI                  ;PÉROLA              ;6320;PE        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,9
ABACAXI                  ;PÉROLA              ;6320;RJ        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,46
ABACAXI                  ;PÉROLA              ;6320;RN        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,02
